"species_type","site_ID","license_type","company_person","Operating group","site_name","species","latitude","longitude","location"
"Shellfish","1878","Shellfish facility","Argosy Sea Farms Ltd.","","Squirrel Cove, Cortes Island","","50.10423","-124.90251",""
"Shellfish","1879","Shellfish facility","UHA Research Society","","Hernando Island, Strait of Georgia","","49.96783","-124.93405",""
"Shellfish","1880","Shellfish facility","Klahoose Shellfish Limited Partnership","","Squirrel Cove, Cortes Island","","50.13563","-124.93139",""
"Shellfish","1882","Shellfish facility","Lorindale Holdings Ltd.","","Deep Bay, Baynes Sound","","49.45894","-124.73335",""
"Shellfish","1883","Shellfish facility","Henry Matti Syrjala and Glenda Faye Syrjala","","McBride Bay","","51.30325","-127.53261",""
"Shellfish","1885","Shellfish facility","Stz'uminus First Nation","","Ladysmith Harbour","","49.02256","-123.84818",""
"Shellfish","1916","Shellfish facility","Gwaalagaa Naay Corporation","","Skidegate Inlet, vicinity Burnt Island","","53.22006","-132.15447",""
"Shellfish","1921","Shellfish facility","Snaw'naw'as Aquaculture Ventures Inc.","","Maelstrom Cove, Nanoose Bay","","49.27170","-124.17232",""
"Shellfish","1922","Shellfish facility","Snaw'naw'as Aquaculture Ventures Inc.","","Nanoose Bay","","49.26341","-124.18368",""
"Shellfish","1923","Shellfish facility","Snaw'naw'as Aquaculture Ventures Inc.","","Nanoose Bay, Lot 464","","49.25601","-124.12411",""
"Shellfish","1928","Shellfish facility","Westbeach Shellfish Ltd.","","S.W. Deep Bay, Baynes Sound","","49.46221","-124.74748",""
"Shellfish","1931","Shellfish facility","Halalt Shellfish Development Corporation","","North end of Willy Island","","48.90780","-123.67679",""
"Shellfish","1933","Shellfish facility","Cape Mudge Indian Band","","Sutil Channel, South of Rebecca Spit","","50.08757","-125.16784",""
"Shellfish","1942","Shellfish facility","Snaw'naw'as Aquaculture Ventures Inc.","","Nanoose Bay, East of Eby Road","","49.25550","-124.10209",""
"Shellfish","1947","Shellfish facility","Pacific Aquaculture International Inc.","","Malaspina Inlet/Thorpe Island","","50.04824","-124.78455",""
"Shellfish","1968","Shellfish facility","Nicalena P Chidley","","Crowther Channel","","50.04043","-127.27760",""
"Shellfish","1976","Shellfish facility","Pentlatch Seafoods Ltd.","","Xelikw - Henry Bay, Denman Island, Baynes Sound","","49.58989","-124.84282",""
"Shellfish","6667","Shellfish hatchery","Nova Harvest Ltd.","","Bamfield","","48.83195","-125.13608",""
"Shellfish","6669","Shellfish facility","Klahoose Shellfish Limited Partnership","","Gorge Harbour, Cortes Island","","50.09703","-124.99367",""
"Shellfish","6674","Shellfish facility","Metlakatla Development Corporation","","Wolfe Island","","54.32000","-130.38000",""
"Shellfish","6675","Shellfish facility","Madrona Shellfish Ltd.","","Nanoose Bay","","49.26494","-124.16995",""
"Shellfish","6690","Shellfish hatchery","Super Shell Enterprises Ltd","","Trevenen Bay","","50.02800","-124.75300",""
"Shellfish","6699","Shellfish facility","Peter Kinver","","Evans Bay, Read Island","","50.20642","-125.08624",""
"Shellfish","6701","Shellfish facility","Venh Sui Hoong","","Metcalfe Bay, Denman Island, Baynes Sound","","49.50645","-124.77379",""
"Shellfish","6704","Shellfish facility","Henry Matti Syrjala and Glenda Faye Syrjala","","Margaret Bay","","51.33480","-127.49967",""
"Shellfish","6710","Shellfish facility","Tla'amin Nation","","SE Harwood Island","","49.84189","-124.64717",""
"Shellfish","6711","Shellfish facility","0997211 B.C. LTD.","","Treadwell Bay","","51.09956","-127.53786",""
"Shellfish","6712","Shellfish facility","Maplestar Seafood Ltd.","","Nanoose Bay","","49.25675","-124.17713",""
"Shellfish","6715","Shellfish facility","Maplestar Seafood Ltd.","","Nanoose Bay","","49.25901","-124.17021",""
"Shellfish","6718","Shellfish hatchery","Seed Science Ltd.","","2678 Munroe Rd, Nanaimo","","49.18940","-124.02420",""
"Shellfish","6720","Shellfish facility","Metlakatla Development Corporation","","Digby Island, Chatham Sound","","54.25567","-130.45517",""
"Shellfish","6723","Shellfish facility","Klahoose Shellfish Limited Partnership","","West Redonda Island","","50.15170","-124.87245",""
"Shellfish","6726","Shellfish facility","T'Sou-ke Nation","","Central Sooke Basin","","48.37841","-123.65947",""
"Shellfish","6727","Shellfish facility","Klahoose Shellfish Limited Partnership","","Squirrel Cove","","50.13653","-124.92178",""
"Shellfish","6728","Shellfish facility","Haida Enterprise Corporation","","Legace Island","","53.21167","-132.18383",""
"Shellfish","6733","Shellfish hatchery","Vancouver Island University","","Deep Bay Marine Field Station","","49.45592","-124.73504",""
"Shellfish","6794","Shellfish facility","Emerald Sea Farms Ltd.","","Cape Cockburn Site 2","","49.66526","-124.17197",""
"Shellfish","6814","Shellfish facility","Island Shellfish Ltd.","","Union Bay, Baynes Sound","","49.55642","-124.86566",""
"Shellfish","6815","Shellfish facility","Emerald Sea Farms Ltd.","","Cape Cockburn Site 1","","49.66967","-124.18717",""
"Shellfish","6854","Shellfish facility","T'Sou-ke Nation","","Anderson Cove, Sooke Basin","","48.36090","-123.65922",""
"Shellfish","7013","Shellfish facility","Tla'amin Nation","","Cannery Bay Water Site","","49.97498","-124.69043",""
"Shellfish","7233","Shellfish facility","Penelakut Seafoods Incorporated","","Clam Bay - NE of Penelakut Island","","48.98221","-123.64421",""
"Shellfish","7253","Shellfish facility","Odyssey Shellfish Ltd.","","Deep Bay Harbour, Baynes Sound","","49.46040","-124.74417",""
"Shellfish","7373","Shellfish facility","Baynes Sound Oyster Co. Ltd.","","5848 Island Hwy South, Union Bay","","49.5670433","-124.87627",""
"Shellfish","7553","Shellfish facility","Thuy'She'Num Property Management Limited Partnership","","Burleith Arm, Ladysmith Harbour","","49.48333","-124.75000",""
"Shellfish","7554","Shellfish facility","Thuy'She'Num Property Management Limited Partnership","","Dunsmuir Island, Ladysmith Harbour","","48.99302","-123.79143",""
"Shellfish","7555","Shellfish facility","Thuy'She'Num Property Management Limited Partnership","","NW of Bute Island, Ladysmith Harbour","","48.99692","-123.79228",""
"Shellfish","7593","Shellfish hatchery","Hummingbird Cove Lifestyles Ltd","","Hummingbird Cove, BC","","49.78255","-124.18508",""
"Shellfish","7853","Shellfish facility","Hollie Wood Oysters Ltd","","Hollie Wood Oysters Nursery - Fanny Bay","","49.50755","-124.82792",""
"Shellfish","8133","Shellfish facility","Mac's Oysters Ltd.","","Fanny Bay Wharf","","49.50756","-124.82737",""
"Shellfish","8273","Shellfish facility","Paradise Oyster Company Ltd.","","Deep Bay Harbour Marina FLUPSY","","49.48302","-124.68545",""
"Shellfish","9129","Shellfish facility","T'Sou-ke Nation","","Possession Point, Sooke, BC","","48.34098","-123.71625",""
"Shellfish","9149","Shellfish facility","Penelakut Seafoods Incorporated","","Booth Bay","","48.86797","-123.55016",""
"Shellfish","9189","Shellfish facility","Halong Oysters Ltd","","Fanny Bay Wharf","","49.50816","-124.82764",""
"Shellfish","9209","Shellfish facility","Metlakatla Development Corporation","","Pike Island","","54.31278","-130.47873",""
"Shellfish","9249","Shellfish facility","Klahoose Shellfish Limited Partnership","","Baker Passage","","50.00200","-124.93258",""
"Shellfish","9289","Shellfish facility","Abrupt Shellfish Inc.","","Preedy Harbour west","","48.97835","-123.68996",""
"Shellfish","9589","Shellfish facility","Metlakatla Development Corporation","","Naden Islets","","54.37301","-130.26996",""
"Shellfish","9590","Shellfish facility","Toquaht Nation","","Macoah Passage","","49.0006","-125.36658",""
"Shellfish","9710","Shellfish facility","Pentlatch Seafoods Ltd.","","Comox Harbour (FLUPSY)","","49.66836","-124.92537",""
"Shellfish","10090","Shellfish facility","Pentlatch Seafoods Ltd.","","Jaji7em - Sandy Island #1","","49.62395","-124.85564",""
"Shellfish","10091","Shellfish facility","Pentlatch Seafoods Ltd.","","Jaji7em - Sandy Island #2","","49.62205","-124.86308",""
"Shellfish","10092","Shellfish facility","Pentlatch Seafoods Ltd.","","Jaji7em - Sandy Island #3","","49.61995","-124.86452",""
"Shellfish","10290","Shellfish facility","KCFN Fisheries Enterprises Inc.","","Amai Inlet","","50.02835","-127.08433",""
"Shellfish","12610","Shellfish facility","Strategic Shellfish Ltd.","","Fanny Bay Wharf","","49.50805","-124.82767",""
"Landbased","47","Landbased facility","Mowi Canada West Inc.","","Dalrymple Hatchery","","50.26478","-125.82695",""
"Landbased","49","Landbased facility","Glenn Ruby","","Silverbrook Farm","","49.02680","-122.42720",""
"Landbased","79","Landbased facility","Mowi Canada West Inc.","","Big Tree Creek Hatchery","","50.23628","-125.76382",""
"Landbased","154","Landbased facility","Kootenay West Aqua Resources Ltd.","","1km South of Winlaw","","49.61700","-117.56700",""
"Landbased","164","Landbased facility","Island Scallops Ltd.","","Island Scallops Hatchery","","49.39128","-124.60150",""
"Landbased","180","Landbased facility","Cermaq Canada Ltd","","Ocean Farm Hatchery","","48.75975","-123.68102",""
"Landbased","199","Landbased facility","Kenneth E. Brown","","Campbell L.[Demers L.] N. of Little Fort","","54.56888","-128.65497",""
"Landbased","210","Landbased facility","Richard Henly","","1km south of West Creek, Langley","","49.15080","-122.53440",""
"Landbased","218","Landbased facility","John Heath","","Yellow Island Aquaculture (1994) Ltd. Hatchery","","50.13328","-125.31527",""
"Landbased","271","Landbased facility","Mowi Canada West Inc.","","Freshwater Farms Hatchery","","48.77053","-123.68555",""
"Landbased","275","Landbased facility","1195895 B.C. Ltd","","Cedar, Unique Sea Farms Ltd.","","49.10010","-123.80135",""
"Landbased","285","Landbased facility","Karl Eha","","31474 Townshipline Avenue, Mission (Trout Creek Farm)","","49.17830","-122.35327",""
"Landbased","317","Landbased facility","Cermaq Canada Ltd","","White Duck Hatchery","","49.48607","-124.80045",""
"Landbased","353","Landbased facility","Mowi Canada West Inc.","","Georgie Lake Site 1","","50.74605","-127.64805",""
"Landbased","387","Landbased facility","Paradise Trading Corporation","","Lena Creek Hatchery","","49.92123","-124.02142",""
"Landbased","445","Landbased facility","Creative Salmon Company Ltd.","","Sea Spring Hatchery","","48.87635","-123.70997",""
"Landbased","447","Landbased facility","Mowi Canada West Inc.","","8470 Berray Road, Fanny Bay [United]","","49.46105","-124.77112",""
"Landbased","457","Landbased facility","Saltstream Engineering Ltd.","","Doctor Bay Hatchery","","50.25200","-124.82200",""
"Landbased","504","Landbased facility","Omega Pacific Hatchery Inc.","","Southern shore of Great Central Lake","","49.33652","-125.12400",""
"Landbased","506","Landbased facility","Cermaq Canada Ltd","","Little Bear Bay Hatchery","","50.33807","-125.52272",""
"Landbased","585","Landbased facility","Northern Divine Aquafarms Ltd.","","Gray Creek Hatchery","","49.53687","-123.76280",""
"Landbased","640","Landbased facility","Grayden Chandler","","1979 Impala Rd, N. of Sooke Rd.","","48.40482","-123.60120",""
"Landbased","641","Landbased facility","John Neil Nickolichuk","","Mountain Trout Sales","","48.40722","-123.60245",""
"Landbased","667","Landbased facility","Sunshine Coast Salmonid Enhancement Society","","Chapman Creek","","49.44513","-123.71645",""
"Landbased","676","Landbased facility","Miracle Springs Inc.","","Miracle Springs Inc.","","49.22828","-122.24944",""
"Landbased","691","Landbased facility","Cermaq Canada Ltd","","Boot Lagoon Hatchery","","49.32375","-124.99102",""
"Landbased","703","Landbased facility","Mark Teasdale","","Carbonate Creek, South of Golden","","51.12862","-116.73863",""
"Landbased","1040","Landbased facility","Gavin A. Tims","","23006 - 50th Avenue, Langley","","49.09299","-122.58600",""
"Landbased","1111","Landbased facility","Mowi Canada West Inc.","","Georgie Lake Site 2","","50.74895","-127.68403",""
"Landbased","1128","Landbased facility","West Coast Fishculture (Lois Lake) Ltd.","","Lois Lake, E. of Powell River","","49.86477","-124.23068",""
"Landbased","1449","Landbased facility","Golden Eagle Aquaculture Ltd.","","Golden Eagle Aquaculture Ltd.","","49.24510","-121.78240",""
"Landbased","1456","Landbased facility","James McPike","","23251 48th Ave, Langley","","49.08948","-122.57849",""
"Landbased","1523","Landbased facility","Island Sea Farms Inc.","","Trincomali Channel","","48.89800","-123.51100",""
"Landbased","1582","Landbased facility","1195895 B.C. Ltd","","Cedar, South of Nanaimo","","49.10100","-123.80100",""
"Landbased","1594","Landbased facility","Harold Steven Atkinson","","Taste of BC Aquafarms Inc.","","49.17307","-124.03842",""
"Landbased","1602","Landbased facility","C.H.Baykey Ltd","","Posby Lake","","50.82167","-119.55333",""
"Landbased","1617","Landbased facility","Manatee Holdings Ltd.","","Gartley Point","","49.64195","-124.92403",""
"Landbased","1625","Landbased facility","Cedar Aquaculture Research & Development Ltd.","","Cedar Aquaculture Research and Development Ltd","","49.10010","-123.80135",""
"Landbased","1680","Landbased facility","Grieg Seafood BC Ltd.","","Gold River Hatchery","","49.68538","-126.12353",""
"Landbased","1689","Landbased facility","Mowi Canada West Inc.","","Ocean Falls","","52.34800","-127.69000",""
"Landbased","1692","Landbased facility","Mowi Canada West Inc.","","Tsulton Hatchery","","50.52100","-126.88100",""
"Landbased","1696","Landbased facility","Golden Eagle Sable Fish Inc.","","Sable Fish Hatchery","","48.88945","-123.49945",""
"Landbased","1740","Landbased facility","Donald A. Barnes","","Levin Crescent, Nanaimo","","49.10732","-123.92417",""
"Landbased","1893","Landbased facility","Viva Aquaculture and Seafood Distribution Ltd","","21422 4th Avenue, Langley, BC","","49.00900","-122.63000",""
"Landbased","1920","Landbased facility","Sumas Lake Aquafarm Ltd.","","Sumas Lake Aquafarm","","49.04600","-122.09400",""
"Landbased","5116","Landbased facility","Teresa Erb","","1775 Sooke Lake Rd, Shawnigan Lake","","48.58665","-123.62390",""
"Landbased","5142","Landbased facility","Kuterra General Partner Inc","","Namgis Recirculating Aquaculture System Project","","50.56430","-126.99860",""
"Landbased","6666","Landbased facility","Sth'oqi Aquaculture Limited Partnership","","Sth' oqi Aquaculture","","49.17868","-121.84838",""
"Landbased","6667","Landbased facility","Nova Harvest Ltd.","","Bamfield","","48.83195","-125.13608",""
"Landbased","6673","Landbased facility","Dorocco Developments Ltd.","","Gary E. Klassen","","49.11790","-119.57120",""
"Landbased","6690","Landbased facility","Super Shell Enterprises Ltd","","Trevenen Bay","","50.02800","-124.75300",""
"Landbased","6693","Landbased facility","Freshwater Fisheries Society Of B.C.","","Clearwater Trout Hatchery","","51.64640","-120.06270",""
"Landbased","6694","Landbased facility","Freshwater Fisheries Society Of B.C.","","Fraser Valley Trout Hatchery","","49.01762","-122.27415",""
"Landbased","6695","Landbased facility","Freshwater Fisheries Society Of B.C.","","Kootenay Trout Hatchery","","49.47270","-115.46020",""
"Landbased","6696","Landbased facility","Freshwater Fisheries Society Of B.C.","","Vancouver Island Trout Hatchery","","48.77473","-123.68623",""
"Landbased","6697","Landbased facility","Freshwater Fisheries Society Of B.C.","","Summerland Trout Hatchery","","49.60260","-119.65320",""
"Landbased","6709","Landbased facility","Vancouver Island University","","Vancouver Island University","","49.15690","-123.97000",""
"Landbased","6718","Landbased facility","Seed Science Ltd.","","2678 Munroe Rd, Nanaimo","","49.18940","-124.02420",""
"Landbased","6731","Landbased facility","TR Agriculture Ltd","","Tran Aquaculture Ltd","","49.07389","-122.15667",""
"Landbased","6733","Landbased facility","Vancouver Island University","","Deep Bay Marine Field Station","","49.45592","-124.73504",""
"Landbased","7093","Landbased facility","Bryan Bradford","","4520 Lindholm Road, Victoria","","48.38831","-123.58076",""
"Landbased","7113","Landbased facility","Tree To Me Organics Inc.","","Tree To Me Agricultural Products Inc.","","49.23330","-119.82435",""
"Landbased","7373","Landbased facility","Baynes Sound Oyster Co. Ltd.","","5848 Island Hwy South, Union Bay","","49.5670433","-124.87627",""
"Landbased","7593","Landbased facility","Hummingbird Cove Lifestyles Ltd","","Hummingbird Cove, BC","","49.78255","-124.18508",""
"Landbased","7793","Landbased facility","Jeff Kier","","Sunshine Coast Aquaphonics","","49.7757333","-124.3807333",""
"Landbased","8093","Landbased facility","Emerald Holdings Ltd.","","Emerald Acres Organic Farm, Oyster River","","49.88088","-125.13308",""
"Landbased","9329","Landbased facility","Habitat Farms Ltd.","","Deepwater","","50.82167","-119.55333",""
"Landbased","9429","Landbased facility","EDP Enterprises Inc.","","Winlaw","","50.82167","-119.55333",""
"Landbased","9569","Landbased facility","Living Waters Koi&Aqua Farm Ltd.","","Living Waters Koi&Aqua Farm Ltd.","","51.60145","-119.92082",""
"Landbased","9831","Landbased facility","Upper Fraser Indigenous Sustainable Harvesters Association","","UFISH","","52.10573","-121.99885",""
"Landbased","10150","Landbased facility","Gold River Aquafarms Ltd.","","Gold River Mill","","49.68079","-126.12523",""
"Enhancement","6693","Recreational Stocking","FFSBC","n/a","Clearwater Trout Hatchery","","51.64640","-120.06270",""
"Enhancement","6694","Recreational Stocking","FFSBC","n/a","Fraser Valley Trout Hatchery","","49.01762","-122.27415",""
"Enhancement","6695","Recreational Stocking","FFSBC","n/a","Kootenay Trout Hatchery","","49.47270","-115.46020",""
"Enhancement","6696","Recreational Stocking","FFSBC","n/a","Vancouver Island Trout Hatchery","","48.77473","-123.68623",""
"Enhancement","6697","Recreational Stocking","FFSBC","n/a","Summerland Trout Hatchery","","49.60260","-119.65320",""
"Enhancement","6873","Recreational Stocking","FFSBC","n/a","Nechako White Sturgeon Conservation Centre","","54.02338","-124.00903",""
"Enhancement","7313","Recreational Stocking","Okanagan Nation Aquatic Enterprises Ltd.","n/a","Lot 49-1","","49.47767","-119.60825",""
"Enhancement","8911","SEP Major Facility","Watershed Enhancement Manager, Big Qualicum River Salmon Hatchery","n/a","Big Qualicum River Salmon Hatchery","","49.38195","-124.64393",""
"Enhancement","8912","SEP Major Facility","Watershed Enhancement Manager, Capilano River Salmon Hatchery","n/a","Capilano River Salmon Hatchery","","49.35983","-123.11132",""
"Enhancement","8914","SEP Major Facility","Watershed Enhancement Manager, Chehalis River Salmon Hatchery","n/a","Chehalis River Salmon Hatchery","","49.29729","-121.93537",""
"Enhancement","8915","SEP Major Facility","Watershed Enhancement Manager, Chilliwack River Salmon Hatchery","n/a","Chilliwack River Salmon Hatchery","","49.07935","-121.69218",""
"Enhancement","8918","SEP Major Facility","Watershed Enhancement Manager, Conuma River Salmon Hatchery","n/a","Conuma River Salmon Hatchery","","49.79979","-126.42148",""
"Enhancement","8922","SEP Major Facility","Watershed Enhancement Manager, Inch Creek Salmon Hatchery","n/a","Inch Creek Salmon Hatchery","","49.17545","-122.16026",""
"Enhancement","8923","SEP Major Facility","Watershed Enhancement Manager, Inch Creek Sockeye Salmon Hatchery","n/a","Inch Creek Sockeye Salmon Hatchery","","49.17545","-122.16026",""
"Enhancement","8924","SEP Major Facility","Watershed Enhancement Manager, Kitimat River Salmon Hatchery","n/a","Kitimat River Salmon Hatchery","","54.03982","-128.68170",""
"Enhancement","8925","SEP Major Facility","Watershed Enhancement Manager, Little Qualicum River Salmon Hatchery","n/a","Little Qualicum River Salmon Hatchery","","49.34981","-124.51140",""
"Enhancement","8927","SEP Major Facility","Watershed Enhancement Manager, Nitinat River Salmon Hatchery","n/a","Nitinat River Salmon Hatchery","","48.85980","-124.66138",""
"Enhancement","8930","SEP Major Facility","Watershed Enhancement Manager, Puntledge River Salmon Hatchery","n/a","Puntledge River Salmon Hatchery","","49.68178","-125.03897",""
"Enhancement","8932","SEP Major Facility","Watershed Enhancement Manager, Quinsam River Salmon Hatchery","n/a","Quinsam River Salmon Hatchery","","50.01940","-125.30260",""
"Enhancement","8935","SEP Major Facility","Watershed Enhancement Manager, Robertson Creek Salmon Hatchery","n/a","Robertson Creek Salmon Hatchery","","49.33981","-124.98142",""
"Enhancement","8936","SEP Major Facility","Watershed Enhancement Manager, Shuswap River Salmon Hatchery","n/a","Shuswap River Salmon Hatchery","","50.30058","-118.81771",""
"Enhancement","8938","SEP Major Facility","Watershed Enhancement Manager, Snootli Creek Salmon Hatchery","n/a","Snootli Creek Salmon Hatchery","","52.37710","-126.60798",""
"Enhancement","8940","SEP Major Facility","Watershed Enhancement Manager, Spius Creek Salmon Hatchery","n/a","Spius Creek Salmon Hatchery","","50.14140","-121.02513",""
"Enhancement","8943","SEP Major Facility","Watershed Enhancement Manager, Tenderfoot Creek Salmon Hatchery","n/a","Tenderfoot Creek Salmon Hatchery","","49.82985","-123.15134",""
"Enhancement","8987","SEP Community Involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","4Mile Creek Enhancement Society","4 Mile Creek Hatchery Project","","48.59000","-124.32800",""
"Enhancement","8988","SEP Community Involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","4Mile Creek Enhancement Society","San Juan River Seapen Project","","48.55000","-124.40000",""
"Enhancement","8989","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Sayward Fish & Game Club","Sayward Project","","50.23000","-125.75000",""
"Enhancement","8990","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Mainland Enhancement Salmonid Species Society","Scott Cove Creek Project","","50.76547","-126.45509",""
"Enhancement","8991","SEP Community Involvement","Community Advisor, Mission/Abbotsford to past Hope;","S Side Fraser to Abbotsford	Serpentine Enhancement Society","Serpentine River Project","","49.18683","-122.77731",""
"Enhancement","8992","SEP Community Involvement","Community Advisor, Burrard Inlet, Indian Arm, Vancouver","Seymour Salmonid Society","Seymour River Project","","49.43983","-122.96132",""
"Enhancement","8993","SEP Community Involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","Shawnigan Lake School","Shawnigan Lake School - Mark Hobson Hatchery","","48.65000","-123.61700",""
"Enhancement","8994","SEP Community Involvement","Community Advisor, Smithers and Northwestern BC","Skeena Meadows Wildlife Preserve","Skeena Meadows Hatchery","","55.18499","-127.74055",""
"Enhancement","8995","SEP Community Involvement","Community Advisor, Sunshine Coast and Howe Snd, Port Mellon to Desolation Snd","Tla'amin Salmon Hatchery","Sliammon River Project","","49.89983","-124.60142",""
"Enhancement","8996","SEP Community Involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","Sooke Salmon Enhancement Society","Sooke River - Jack Brooks Hatchery","","48.39980","-123.75131",""
"Enhancement","8997","SEP Community Involvement","Community Advisor, Central W Cst of Vancouver Is: E to Nanaimo, S to Chemainus","Sproat Lake Enhancement (AVEA)","Sproat Lake Project","","49.26000","-125.02000",""
"Enhancement","8998","SEP Community Involvement","Community Advisor, Central Interior: North of 100 Mile House, and NE B.C.","Spruce City Wildlife Association","Spruce City","","53.91893","-122.72749",""
"Enhancement","8999","SEP Community Involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis","Tahsis Salmon Enhancement Society","Tahsis Hatchery","","49.92980","-126.65150",""
"Enhancement","9000","SEP Community Involvement","Senior Restoration Biologist, Yukon","B. Mercer & Associates","Tatsamenie Lake Project","","58.37974","-132.33180",""
"Enhancement","9001","SEP Community Involvement","Community Advisor, West Vancouver and Howe Sound","Bowen Island Fish and Wildlife Club","Terminal Creek Project","","49.38982","-123.35133",""
"Enhancement","9002","SEP Community Involvement","Community Advisor, Central Interior: Boston Bar to 100 Mile House","Simpcw First Nation","Thompson River North Project","","51.45594","-120.14369",""
"Enhancement","9003","SEP Community Involvement","Community Advisor, Central W Cst of Vancouver Is: E to Nanaimo, S to Chemainus","Thornton Creek Enhancement Society","Thornton Creek Project","","48.96980","-125.55142",""
"Enhancement","9004","SEP Community Involvement","Community Advisor, Smithers and Northwestern BC","Toboggan Creek Enhancement Society","Toboggan Creek Project","","54.92996","-127.29882",""
"Enhancement","9005","SEP Community Involvement","Community Advisor, Smithers and Northwestern BC","A Rocha Canada","A Rocha Project","","54.39611","-126.65444",""
"Enhancement","9006","SEP Community Involvement","Community Advisor, Central W Cst of Vancouver Is: E to Nanaimo, S to Chemainus","Alberni Valley Enhancement Association","Alberni Project","","49.28400","-124.80120",""
"Enhancement","9007","SEP Community Involvement","Community Advisor, Haida Gwaii (SEPCAA)","Sandspit Salmon Enhancement Society","Alliford Bay Project","","53.22674","-131.93107",""
"Enhancement","9008","SEP Community Involvement","Community Advisor, North Side Fraser River, Burnaby to Mission","ALLCO Hatchery c/o Fraser Regional Corrections Centre","Alouette River Project","","49.24234","-122.53420",""
"Enhancement","9009","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Bear Creek Salmonid Enhancement Group","Bear (Mills) Creek Project","","50.58333","-127.11666",""
"Enhancement","9010","SEP Community Involvement","Community Advisor, North Side Fraser River, Burnaby to Mission","Sapperton Fish & Game Club","Brunette River Project","","49.22792","-122.88319",""
"Enhancement","9011","SEP Community Involvements","Community Advisor, Sunshine Coast and Howe Snd, Port Mellon to Desolation Snd","Sunshine Coast Salmonid Enhancement Society","Chapman Creek Project","","49.44983","-123.72137",""
"Enhancement","9012","SEP Community Involvement","Community Advisor, West Vancouver and Howe Sound","North Vancouver School District","Cheakamus Centre","","49.81984","-123.15134",""
"Enhancement","9013","SEP Community Involvement","Community Advisor, Mission/Abbotsford to past Hope; S Side Fraser to Abbotsford","Skowkale First Nation","Chilliwack Project","","49.15312","-121.95501",""
"Enhancement","9014","SEP Community Involvement","Community Advisor, Central W Cst of Vancouver Is: E to Nanaimo, S to Chemainus","Tla-o-qui-aht First Nation","Clayoquot Project","","49.11981","-125.65144",""
"Enhancement","9015","SEP Community Involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis","Courtenay & District Fish & Game Protective Association","Courtenay (Trent River) Project","","49.63982","-124.95142",""
"Enhancement","9016","SEP Community Involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","Cowichan Lake Salmonid Enhancement Society","Cowichan Lake Project","","48.81800","-124.05700",""
"Enhancement","9017","SEP Community Involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","Cowichan Tribes","Cowichan River Project","","48.76981","-123.66133",""
"Enhancement","9018","SEP Community Involvement","Community Advisor, Central Interior: Boston Bar to 100 Mile House","Skeetchestn Indian Band","Deadman R","","50.84251","-120.95529",""
"Enhancement","9019","SEP Community Involvement","Community Advisor, Northern Interior and North Coast","Northwest Watershed Enhancement Society","Eby Street Project","","54.54551","-128.60476",""
"Enhancement","9020","SEP Community Involvement","Community Advisor, Central Coast: Cape Caution to Caamano Sd, E to Tatla Lake","Heiltsuk Band Council","Emily Lake Project","","52.38330","-128.01670",""
"Enhancement","9021","SEP Community Involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis","Community Fisheries Development Centre","Englishman River Hatchery","","49.28000","-125.05000",""
"Enhancement","9022","SEP Community Involvement","Community Advisor, E Coast Vancouver Is: Parksville to Oyster R, Gold R, Tahsis","Fanny Bay Salmonid Enhancement Society","Fanny Bay Hatchery /GSVI","","49.44182","-124.85040",""
"Enhancement","9024","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Gillard Pass Fisheries Association","Gillard Pass Project","","50.38776","-125.17983",""
"Enhancement","9025","SEP Community Involvement","Community Advisor, Lower Vancouver Is, S Gulf Islands and Cowichan R Watershed","Goldstream Volunteer Salmon Enhancement Association","Goldstream River - Howard English Hatchery","","48.45981","-123.55131",""
"Enhancement","9026","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Namgis First Nation","Gwa'ni Project","","50.55982","-127.00155",""
"Enhancement","9027","SEP Community Involvement","Community Advisor, Northern Interior and North Coast","Hartley Bay Village Council","Hartley Bay Creek Project","","53.42978","-129.25171",""
"Enhancement","9028","SEP Community Involvement","Community Advisor, N Vancouver Island; Mainland, Knight Inlet to Cape Caution","Western Forest Products","Holberg-Cordy Creek Project","","50.65981","-128.01160",""
"Enhancement","9030","SEP Community Involvement","Community Advisor, North Side Fraser River, Burnaby to Mission","Hoy/Scott Creek Watershed Society","Hoy Creek Project","","49.28218","-122.80304",""
